"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          90,      -3.072395574,     -0.4003074594,     -0.4900099593,       2.408062426,      -6.472732185
          0,           0,          91,      -3.092069004,     -0.4184482075,     -0.5398351984,       2.388133289,      -6.471213474
          0,           0,          92,      -3.117340752,     -0.4253733191,     -0.5744270718,       2.361347189,      -6.469719148
          0,           0,          93,      -3.151542345,     -0.4271188555,     -0.5917121728,       2.324534284,       -6.46812967
          0,           0,          94,      -3.192910833,     -0.4292947733,     -0.5969371376,       2.279864001,      -6.466536775
          0,           0,          95,      -3.239655666,      -0.433526044,      -0.598047998,       2.229604954,      -6.464908777
          0,           0,          96,      -3.282948665,      -0.442516551,     -0.6033114129,       2.184296068,      -6.463237491
          0,           0,          97,      -3.313773579,     -0.4556235792,     -0.6174853608,        2.15406014,      -6.461589479
          0,           0,          98,      -3.328599638,     -0.4704205407,     -0.6411588178,       2.142154487,      -6.459924817
          0,           0,          99,      -3.331719314,     -0.4834592423,     -0.6704557171,       2.142654589,      -6.458314785
          0,           0,         100,      -3.332525778,     -0.4915207617,     -0.6994974108,       2.144619775,      -6.456705058
          0,           0,         101,      -3.338609681,      -0.493545168,     -0.7225132296,       2.140180065,      -6.455110778
          0,           0,         102,      -3.355149863,      -0.490592414,     -0.7346719589,       2.124268484,       -6.45357948
          0,           0,         103,      -3.382470255,     -0.4857893614,     -0.7369422702,       2.096818354,      -6.452090405
          0,           0,         104,      -3.423539436,     -0.4815394538,     -0.7336961845,       2.055100688,        -6.4506266
          0,           0,         105,      -3.476358113,     -0.4793795796,     -0.7300038242,       2.001669268,       -6.44921983
          0,           0,         106,      -3.531425351,     -0.4803483352,     -0.7303353302,       1.946794672,      -6.447882519
          0,           0,         107,      -3.580785264,     -0.4845760179,     -0.7363202047,       1.899285579,      -6.446610311
          0,           0,         108,      -3.608965953,     -0.4915654582,     -0.7473043169,       1.874479975,      -6.445414891
          0,           0,         109,      -3.617897439,      -0.500285433,     -0.7614648812,        1.86917552,      -6.444252755
          0,           0,         110,         -3.615573,     -0.5089286724,     -0.7758224643,       1.874288785,      -6.443130533
          0,           0,         111,      -3.609060376,     -0.5162663423,     -0.7872179355,       1.882333885,      -6.442104194
          0,           0,         112,       -3.61036115,     -0.5219262036,     -0.7936910863,       1.881633145,       -6.44118304
          0,           0,         113,      -3.621337861,      -0.525808686,     -0.7948291726,        1.87073858,      -6.440376199
          0,           0,         114,      -3.645636645,     -0.5283573162,      -0.792647325,       1.846444622,      -6.439680145
          0,           0,         115,      -3.678189577,     -0.5306000044,      -0.790123273,       1.813527435,      -6.439104113
          0,           0,         116,      -3.712835179,     -0.5328805274,     -0.7891870844,       1.778020871,      -6.438666215
          0,           0,         117,       -3.75636735,      -0.535831992,     -0.7909055408,        1.73334822,       -6.43837328
          0,           0,         118,      -3.790709436,      -0.539349435,     -0.7963183551,       1.697477491,      -6.438219117
          0,           0,         119,        -3.8059182,     -0.5433182917,     -0.8049537171,        1.67991784,      -6.438208568
          0,           0,         120,      -3.800977568,     -0.5474180257,      -0.815053644,       1.681991097,      -6.438360957
          0,           0,         121,      -3.784185919,     -0.5511628676,     -0.8251247296,       1.696237719,      -6.438679817
          0,           0,         122,      -3.764705532,     -0.5542785757,      -0.833923281,       1.713475825,      -6.439168906
          0,           0,         123,      -3.750661286,     -0.5562397603,     -0.8403987304,       1.725876544,      -6.439832478
          0,           0,         124,      -3.748500492,     -0.5570621299,     -0.8437249173,       1.726608588,      -6.440674594
          0,           0,         125,      -3.753932755,     -0.5570380099,     -0.8445319674,       1.720058625,      -6.441701779
          0,           0,         126,      -3.767364377,     -0.5564001478,      -0.843863037,       1.706179174,      -6.442910729
          0,           0,         127,      -3.788768489,     -0.5555900515,     -0.8425597512,       1.685045569,      -6.444303752
          0,           0,         128,      -3.816181359,     -0.5551636433,      -0.841712801,       1.658940647,      -6.445880684
          0,           0,         129,      -3.845347077,     -0.5552477616,     -0.8418411624,        1.63284093,      -6.447637786
          0,           0,         130,      -3.873647242,     -0.5560817341,     -0.8428697312,       1.609409764,      -6.449582447
          0,           0,         131,      -3.897738117,      -0.557750458,     -0.8445511011,        1.59183141,      -6.451711344
          0,           0,         132,      -3.918608256,     -0.5601157889,     -0.8465149908,       1.578323339,      -6.454017862
          0,           0,         133,       -3.93795309,     -0.5629425187,     -0.8483340212,       1.566752072,      -6.456502526
          0,           0,         134,      -3.950696678,     -0.5662137451,     -0.8497697292,       1.560525541,      -6.459171634
          0,           0,         135,      -3.958984887,     -0.5697031493,     -0.8501977606,       1.557446342,      -6.462022594
          0,           0,         136,      -3.976542648,     -0.5730599904,     -0.8495158788,       1.545382993,      -6.465054144
          0,           0,         137,      -3.996416407,     -0.5762239706,     -0.8479953252,       1.530082265,      -6.468269742
          0,           0,         138,      -4.020598057,     -0.5793769168,     -0.8459661065,       1.509656257,      -6.471644575
          0,           0,         139,      -4.046247588,     -0.5822960993,     -0.8438653214,       1.486889857,      -6.475179626
          0,           0,         140,       -4.07637388,     -0.5851551272,     -0.8416916974,       1.458624732,      -6.478870915
          0,           0,         141,      -4.101026739,     -0.5880169294,     -0.8400043042,       1.432781718,      -6.482729257
          0,           0,         142,      -4.111851505,      -0.590897619,      -0.838831104,       1.415476689,      -6.486743735
          0,           0,         143,      -4.109263011,     -0.5941323351,     -0.8382923189,       1.407965345,      -6.490912999
          0,           0,         144,      -4.097238584,     -0.5974135086,     -0.8384544442,       1.408613577,      -6.495228873
          0,           0,         145,       -4.08375118,     -0.6007696035,     -0.8392710698,       1.411614253,      -6.499674761
          0,           0,         146,      -4.058068158,     -0.6041740459,     -0.8403468033,       1.427984057,      -6.504244724
          0,           0,         147,      -4.034660267,     -0.6075325509,     -0.8416051303,       1.444507396,      -6.508923024
          0,           0,         148,      -4.019641683,     -0.6107678365,     -0.8430102522,       1.454931453,      -6.513693815
          0,           0,         149,       -4.00995346,     -0.6137750973,     -0.8443238497,       1.461743021,      -6.518562981
          0,           0,         150,      -4.006702892,     -0.6166167559,      -0.845410786,       1.462981514,      -6.523516095
          0,           0,         151,       -4.00708753,     -0.6193114054,     -0.8463148785,         1.4615511,       -6.52853349
          0,           0,         152,       -4.01917543,     -0.6215968076,     -0.8470484959,       1.450177869,      -6.533596256
          0,           0,         153,      -4.038162223,     -0.6235749563,     -0.8477508921,       1.432878398,      -6.538557157
          0,           0,         154,      -4.060070327,     -0.6253073895,     -0.8482198592,       1.413902918,      -6.543484247
          0,           0,         155,      -4.086794025,     -0.6268046666,     -0.8486081098,       1.391908528,      -6.548411138
          0,           0,         156,      -4.115954908,     -0.6281184954,     -0.8489466362,       1.369911855,      -6.553332265
          0,           0,         157,      -4.142287341,     -0.6293268951,     -0.8492205247,       1.351413079,      -6.558223253
          0,           0,         158,      -4.168027882,     -0.6304591162,     -0.8494322577,       1.333553595,      -6.563074176
          0,           0,         159,      -4.191913537,     -0.6314986915,     -0.8496990211,       1.317647423,      -6.567862373
          0,           0,         160,        -4.2110761,     -0.6324371797,     -0.8499338551,       1.305886073,      -6.572573084
          0,           0,         161,      -4.214875445,     -0.6335655715,     -0.8501052935,       1.305216521,      -6.577180621
          0,           0,         162,      -4.219591262,     -0.6345563264,     -0.8502142341,         1.3024808,      -6.581668157
          0,           0,         163,      -4.230952559,     -0.6354508477,     -0.8503679909,       1.291647926,      -6.586003399
          0,           0,         164,      -4.241401784,     -0.6362697333,     -0.8505513856,       1.279662129,      -6.590184252
          0,           0,         165,      -4.247326662,     -0.6370910726,     -0.8508011276,        1.26992798,      -6.594172123
          0,           0,         166,      -4.251713889,     -0.6378669414,      -0.851086221,       1.260030195,      -6.597958312
          0,           0,         167,      -4.244247764,     -0.6385252495,     -0.8515120561,       1.260251215,      -6.601551603
          0,           0,         168,      -4.231799064,     -0.6391712394,     -0.8520871398,       1.264854409,      -6.604908922
          0,           0,         169,      -4.204832191,     -0.6397781265,     -0.8528058106,       1.284061571,      -6.608048762
          0,           0,         170,      -4.197661239,     -0.6402106831,     -0.8535284008,       1.285780325,      -6.610936259
          0,           0,         171,      -4.189585796,     -0.6404479115,      -0.854244288,       1.289441213,      -6.613527884
          0,           0,         172,      -4.171763706,     -0.6407418437,     -0.8551813769,       1.303608051,       -6.61585952
          0,           0,         173,      -4.161812746,     -0.6407276451,     -0.8561699277,       1.312131055,      -6.617889392
          0,           0,         174,      -4.162720873,     -0.6406232093,     -0.8569769161,        1.31072838,      -6.619656562
          0,           0,         175,      -4.153920061,     -0.6404188861,     -0.8579480008,         1.3207346,      -6.621095211
          0,           0,         176,      -4.153851618,     -0.6399303002,     -0.8588312025,         1.3226988,      -6.622250695
          0,           0,         177,       -4.15664443,     -0.6393826239,     -0.8596838882,       1.322624193,      -6.623089443
          0,           0,         178,      -4.160195197,     -0.6386681926,     -0.8605208319,       1.322606957,      -6.623696115
          0,           0,         179,       -4.17068671,     -0.6377449095,     -0.8613467107,       1.316345085,      -6.624055788
          0,           0,         180,       -4.17529812,     -0.6367041916,     -0.8622416052,       1.315911963,      -6.624130185
          0,           0,         181,      -4.187218413,     -0.6355743774,     -0.8629814704,       1.309288538,      -6.623951699
          0,           0,         182,      -4.201830996,     -0.6343760064,     -0.8637890516,       1.300699936,      -6.623559091
          0,           0,         183,      -4.214963131,     -0.6332268321,     -0.8645973104,       1.293473035,       -6.62296755
          0,           0,         184,      -4.228910621,     -0.6320727777,     -0.8654262151,       1.285463242,      -6.622182536
          0,           0,         185,      -4.247611777,     -0.6308558174,     -0.8662291257,       1.273801872,       -6.62117439
          0,           0,         186,      -4.260161854,     -0.6295987232,     -0.8671063554,       1.266358667,      -6.619993656
          0,           0,         187,      -4.267694445,     -0.6283349165,     -0.8678271774,       1.261525075,      -6.618655134
          0,           0,         188,      -4.275325974,     -0.6270809497,     -0.8684622748,        1.25580435,      -6.617188318
          0,           0,         189,      -4.278426213,     -0.6258213741,     -0.8690346628,       1.252609709,      -6.615573705
          0,           0,         190,      -4.277801611,      -0.624554098,     -0.8696714463,       1.252179195,      -6.613859494
          0,           0,         191,      -4.273030497,     -0.6232993007,     -0.8702344717,       1.254583285,      -6.611972689
          0,           0,         192,      -4.275708673,     -0.6220980973,     -0.8707666657,       1.248808346,      -6.609956169
          0,           0,         193,      -4.274638041,     -0.6208778107,     -0.8713334142,       1.246943433,       -6.60782888
          0,           0,         194,      -4.272182716,     -0.6196647084,     -0.8718428328,        1.24707643,      -6.605590564
          0,           0,         195,      -4.265903952,     -0.6184332696,     -0.8723591259,       1.250487978,      -6.603215236
          0,           0,         196,      -4.260275755,     -0.6171878738,     -0.8728649444,       1.253551816,      -6.600767359
          0,           0,         197,      -4.254962972,     -0.6159530939,     -0.8733460237,        1.25693671,      -6.598265751
          0,           0,         198,      -4.241728463,     -0.6146676343,     -0.8737832668,       1.268241245,      -6.595698896
          0,           0,         199,      -4.241006799,     -0.6132926261,     -0.8742971274,       1.269917173,      -6.593065924
          0,           0,         200,       -4.23837842,     -0.6118908405,     -0.8748551445,       1.273447987,      -6.590370239
          0,           0,         201,      -4.243656818,     -0.6104443571,     -0.8754440104,       1.270357196,       -6.58759726
          0,           0,         202,      -4.247528925,      -0.608907396,     -0.8760369486,       1.270078884,      -6.584677945
          0,           0,         203,      -4.253152974,     -0.6072999631,     -0.8766133567,        1.26930558,       -6.58178143
          0,           0,         204,      -4.258589763,      -0.605649301,     -0.8771343505,       1.268557619,      -6.578853992
          0,           0,         205,      -4.262864582,     -0.6039380704,     -0.8776359682,       1.270092437,      -6.575916234
          0,           0,         206,      -4.272013944,     -0.6021945486,     -0.8781587016,       1.267357238,      -6.572972565
          0,           0,         207,      -4.271491702,     -0.6005384376,     -0.8786244528,       1.270843986,      -6.570037643
          0,           0,         208,      -4.265817325,      -0.598879923,     -0.8791027622,       1.279060033,      -6.567129807
          0,           0,         209,      -4.275025046,     -0.5971972111,     -0.8794461533,       1.275489148,      -6.564187016
          0,           0,         210,      -4.279866218,     -0.5954971572,     -0.8797763232,       1.274762203,      -6.561237142
          0,           0,         211,      -4.291044755,     -0.5937767058,     -0.8800697169,       1.269105292,       -6.55825023
          0,           0,         212,      -4.301212368,     -0.5920320048,     -0.8803102009,       1.264098754,      -6.555308141
          0,           0,         213,      -4.309206973,     -0.5902777966,     -0.8804128979,       1.260726841,      -6.552397542
          0,           0,         214,       -4.29247493,     -0.5887467864,     -0.8804520596,       1.272545053,      -6.549460738
          0,           0,         215,      -4.290732003,     -0.5871940254,     -0.8804983706,       1.274976039,      -6.546543282
          0,           0,         216,      -4.302080902,     -0.5856841047,     -0.8804121314,       1.268281743,      -6.543590731
          0,           0,         217,      -4.301209339,     -0.5842190905,     -0.8802885327,       1.268947538,      -6.540593866
          0,           0,         218,      -4.293809514,     -0.5828881442,     -0.8802023656,        1.27372788,      -6.537616392
          0,           0,         219,      -4.288688676,     -0.5816318456,     -0.8800025954,       1.277135784,      -6.534650925
          0,           0,         220,      -4.288334399,     -0.5804179136,     -0.8797618086,       1.277506949,      -6.531712366
          0,           0,         221,      -4.294426297,      -0.579183052,      -0.879481595,       1.273602933,      -6.528810146
          0,           0,         222,      -4.299817282,     -0.5779152461,      -0.879170607,       1.270646739,      -6.525934893
          0,           0,         223,      -4.302846212,     -0.5766501558,      -0.878827151,       1.268715069,      -6.523176075
          0,           0,         224,      -4.300512568,     -0.5754709802,     -0.8783558588,       1.270687146,      -6.520315172
          0,           0,         225,      -4.303618151,     -0.5742975024,     -0.8779448732,       1.268970311,      -6.517450207
          0,           0,         226,       -4.30160251,     -0.5730558924,      -0.877567594,       1.272489862,      -6.514531707
          0,           0,         227,      -4.295639917,     -0.5717948507,     -0.8771505955,       1.278552206,      -6.511642704
          0,           0,         228,      -4.311988876,     -0.5705605837,      -0.876627907,        1.26949541,      -6.508783012
          0,           0,         229,      -4.318492346,     -0.5692819781,     -0.8760558953,         1.2678698,      -6.505868594
          0,           0,         230,      -4.321269325,     -0.5680278888,     -0.8754698629,       1.268525828,      -6.503026373
          0,           0,         231,      -4.325275016,     -0.5667901924,     -0.8748345493,       1.268061535,      -6.500178333
          0,           0,         232,      -4.332456133,     -0.5655705033,     -0.8741917255,       1.265157851,      -6.497402218
          0,           0,         233,      -4.332940726,     -0.5643458778,     -0.8734710934,        1.26798945,      -6.494664558
          0,           0,         234,      -4.318942435,     -0.5632223241,     -0.8727374925,       1.277460851,      -6.492023053
          0,           0,         235,      -4.321383439,     -0.5620913308,     -0.8718772021,       1.278496013,       -6.48935441
          0,           0,         236,      -4.331601048,     -0.5610133802,     -0.8710506115,        1.27374505,      -6.486720792
          0,           0,         237,      -4.342127155,     -0.5599438669,     -0.8702208164,       1.268625505,      -6.484042837
          0,           0,         238,      -4.347386418,     -0.5588659301,     -0.8692907437,       1.267071971,      -6.481345124
          0,           0,         239,       -4.35354718,     -0.5578181051,      -0.868309176,       1.264897574,      -6.478628634
          0,           0,         240,      -4.358262368,     -0.5567856605,     -0.8672905133,       1.263968894,      -6.476027128
          0,           0,         241,       -4.36418288,     -0.5557842757,     -0.8662119474,       1.261235799,      -6.473490242
          0,           0,         242,      -4.370336256,     -0.5548042529,     -0.8650801909,       1.258412604,      -6.471014749
          0,           0,         243,      -4.372457791,     -0.5538767469,     -0.8638848079,       1.258201693,      -6.468575512
          0,           0,         244,      -4.373931499,      -0.553001666,     -0.8626876259,        1.25800101,      -6.466182409
          0,           0,         245,      -4.367006331,     -0.5521925242,     -0.8615566387,       1.261753232,      -6.463891344
          0,           0,         246,      -4.361756997,     -0.5514662313,     -0.8602923383,       1.264500839,      -6.461608589
          0,           0,         247,      -4.369163364,     -0.5507571096,      -0.859059261,       1.261756703,      -6.459305097
          0,           0,         248,      -4.376181616,     -0.5500460078,      -0.857803793,       1.259370578,      -6.457007759
          0,           0,         249,      -4.387388569,     -0.5493413837,     -0.8565350592,       1.254416313,       -6.45475448
          0,           0,         250,      -4.387574434,     -0.5486552274,     -0.8553071622,       1.254013272,      -6.452535609
          0,           0,         251,      -4.393633131,     -0.5479585418,     -0.8540791088,        1.25232317,      -6.450402746
          0,           0,         252,      -4.395423889,     -0.5472461681,     -0.8527347666,       1.253508992,      -6.448239502
          0,           0,         253,      -4.399010431,      -0.546566197,      -0.851206744,       1.251882275,      -6.446080655
          0,           0,         254,      -4.401604015,     -0.5458928388,     -0.8498071917,       1.250043078,       -6.44402499
          0,           0,         255,      -4.398749652,     -0.5452303614,     -0.8484484433,        1.25244828,      -6.441952522
          0,           0,         256,      -4.386454798,     -0.5446239712,     -0.8470494309,       1.260215046,      -6.439714724
          0,           0,         257,      -4.388300096,     -0.5440520147,     -0.8456415044,       1.260687961,      -6.437525703
          0,           0,         258,      -4.385323542,     -0.5435281723,     -0.8443317745,       1.263124935,      -6.435292186
          0,           0,         259,      -4.390957234,     -0.5430141823,     -0.8429321547,       1.261917193,      -6.433052432
          0,           0,         260,      -4.379950499,     -0.5424894309,     -0.8414459919,       1.269934171,      -6.430753435
          0,           0,         261,       -4.38643925,      -0.542011788,     -0.8399526668,       1.268721713,      -6.428639266
          0,           0,         262,      -4.382270841,     -0.5415842589,     -0.8384612406,       1.271272176,      -6.426658833
          0,           0,         263,      -4.396990894,     -0.5411739192,      -0.836951666,       1.263916465,      -6.424690989
          0,           0,         264,      -4.400790692,     -0.5407073301,     -0.8355943657,        1.26451185,      -6.422724144
          0,           0,         265,      -4.396100438,     -0.5403203767,      -0.834051219,       1.267924563,      -6.420752386
          0,           0,         266,      -4.399555316,     -0.5400134705,     -0.8325099295,       1.265630567,      -6.418815036
          0,           0,         267,      -4.399629596,     -0.5397159236,      -0.831030503,       1.265035357,        -6.4168796
          0,           0,         268,      -4.395810777,     -0.5394174519,     -0.8295274399,       1.267289762,      -6.414846284
          0,           0,         269,        -4.3912337,     -0.5391412106,     -0.8279950633,       1.270342824,      -6.412892552
          0,           0,         270,       -4.38312685,     -0.5389488849,     -0.8264674591,       1.273330402,      -6.411008701
          0,           0,         271,      -4.384252323,     -0.5387939442,     -0.8249601298,       1.271584219,       -6.40919748
          0,           0,         272,      -4.394854263,     -0.5386604275,     -0.8235440637,       1.265999618,      -6.407500987
          0,           0,         273,      -4.403308533,     -0.5385390471,     -0.8221226108,       1.262309954,      -6.406014063
          0,           0,         274,      -4.408181948,     -0.5384405058,      -0.820685899,       1.260432459,      -6.404461258
          0,           0,         275,      -4.408324231,     -0.5383612061,     -0.8193142843,       1.260800669,      -6.402705761
          0,           0,         276,      -4.402931339,     -0.5382855314,     -0.8179330448,       1.263326989,      -6.400975257
          0,           0,         277,      -4.412852743,     -0.5383056963,     -0.8165731408,       1.257290401,      -6.399281833
          0,           0,         278,      -4.402099112,     -0.5382858943,     -0.8152084391,       1.261785719,      -6.397681771
          0,           0,         279,      -4.389915934,     -0.5382516163,     -0.8138072099,       1.268142647,      -6.396000569
