"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,          54,      -9.287553261,      -9.360404478,       -9.38348321,      -9.144660428,      -8.681637455
          0,           0,          55,      -9.331122902,      -9.411336818,      -9.432483279,      -9.198806097,      -8.726614752
          0,           0,          56,      -9.391480786,      -9.458431523,      -9.475474286,      -9.246146447,      -8.775339894
          0,           0,          57,      -9.454319771,      -9.508038239,      -9.509985532,      -9.286045985,      -8.829984673
          0,           0,          58,      -9.509442248,      -9.574893572,      -9.551087581,      -9.328083925,      -8.901949316
          0,           0,          59,       -9.55350614,      -9.627110612,      -9.589873721,       -9.36862719,      -8.947696506
          0,           0,          60,      -9.612325514,       -9.67319055,      -9.627265315,      -9.406303146,      -8.995334473
          0,           0,          61,      -9.672506509,      -9.718453868,       -9.66379121,      -9.442940471,      -9.047225878
          0,           0,          62,      -9.724246389,      -9.777925969,       -9.70844287,      -9.484579256,      -9.115935935
          0,           0,          63,      -9.765063706,      -9.824807703,      -9.754117493,      -9.528832681,      -9.158460258
          0,           0,          64,      -9.819596762,      -9.865700311,      -9.801851425,      -9.574511492,      -9.202483573
          0,           0,          65,      -9.874426938,      -9.919911779,      -9.852599345,      -9.622002632,      -9.267446087
          0,           0,          66,      -9.918089678,      -9.961153108,      -9.906316693,      -9.674286059,        -9.3098347
          0,           0,          67,      -9.971083742,      -9.996554416,      -9.961764544,      -9.728578172,      -9.353353256
          0,           0,          68,      -10.02400107,      -10.04633716,       -10.0167585,      -9.781971261,      -9.416900472
          0,           0,          69,      -10.06890202,      -10.08377858,      -10.07527186,      -9.839433525,      -9.460186971
          0,           0,          70,      -10.12241295,      -10.11667629,      -10.13470965,      -9.897902004,      -9.504274672
          0,           0,          71,       -10.1727104,      -10.16335275,      -10.19204035,      -9.954198673,      -9.565278938
          0,           0,          72,      -10.21709193,      -10.19937183,      -10.25318214,      -10.01390617,      -9.607550567
          0,           0,          73,      -10.26825344,      -10.23232387,      -10.31465403,      -10.07411599,      -9.649501705
          0,           0,          74,      -10.31379869,       -10.2781048,      -10.37295668,      -10.13191877,      -9.706356387
          0,           0,          75,      -10.35629891,      -10.31631188,       -10.4355122,      -10.19165897,      -9.746030373
          0,           0,          76,      -10.40496254,      -10.35400702,      -10.49796727,      -10.25097667,       -9.78551827
          0,           0,          77,      -10.44796383,      -10.40367676,       -10.5560968,      -10.30851975,      -9.840634747
          0,           0,          78,       -10.4895484,      -10.44811385,      -10.61839663,      -10.36594459,      -9.878976943
          0,           0,          79,       -10.5377607,      -10.49357471,       -10.6798746,      -10.42226163,      -9.917895724
          0,           0,          80,      -10.58133541,      -10.55004126,      -10.73591854,      -10.47852842,      -9.974312028
          0,           0,          81,      -10.62303008,      -10.60101311,      -10.79583516,      -10.53286167,       -10.0126699
          0,           0,          82,      -10.67248665,      -10.65298419,      -10.85445497,      -10.58603293,      -10.05258639
          0,           0,          83,      -10.71813926,      -10.71559375,       -10.9072969,      -10.64085386,      -10.11150812
          0,           0,          84,      -10.76079418,      -10.77020272,      -10.96487066,      -10.69333439,       -10.1514421
          0,           0,          85,      -10.81274039,      -10.82331472,      -11.02017093,      -10.74409693,      -10.19313836
          0,           0,          86,      -10.86012992,      -10.88657913,      -11.06902529,      -10.79617587,      -10.25354988
          0,           0,          87,      -10.90355195,      -10.93548507,      -11.12009077,       -10.8439351,      -10.29372146
          0,           0,          88,      -10.95614488,      -10.98003249,      -11.16666959,       -10.8882791,      -10.33617335
          0,           0,          89,      -11.00230383,      -11.03532703,      -11.20879446,       -10.9328129,      -10.39555491
          0,           0,          90,      -11.04544349,      -11.07359216,      -11.25024563,      -10.97158876,      -10.43533587
          0,           0,          91,      -11.09669935,       -11.1074839,      -11.28543613,      -11.00534841,      -10.47648294
          0,           0,          92,      -11.13903083,      -11.15407719,       -11.3206498,      -11.04057287,      -10.53230148
          0,           0,          93,      -11.18004107,      -11.18657683,      -11.35259361,      -11.07073802,      -10.56958096
          0,           0,          94,      -11.22721736,      -11.21676818,      -11.37976223,      -11.09719893,        -10.606974
          0,           0,          95,      -11.26494599,      -11.26139537,      -11.41269789,      -11.12864295,       -10.6586508
          0,           0,          96,      -11.30287224,      -11.29548168,      -11.44288977,      -11.15760391,      -10.69246925
          0,           0,          97,      -11.34604713,      -11.32880742,      -11.47211797,      -11.18581178,      -10.72620267
          0,           0,          98,      -11.38187797,      -11.37740648,      -11.50909028,      -11.22074124,      -10.77612135
          0,           0,          99,      -11.41816872,      -11.41742005,      -11.54723284,      -11.25660296,      -10.80880959
          0,           0,         100,      -11.46085225,      -11.45639057,      -11.58712324,      -11.29370852,      -10.84168984
          0,           0,         101,       -11.4985709,      -11.51092863,      -11.63253721,      -11.33671016,      -10.89325616
          0,           0,         102,      -11.53482547,      -11.55317766,      -11.68006129,      -11.38126111,      -10.92536675
          0,           0,         103,      -11.57867008,      -11.59404547,      -11.73121901,       -11.4283556,      -10.95962458
          0,           0,         104,      -11.61990642,      -11.65108517,      -11.78484942,      -11.47932562,      -11.01444196
          0,           0,         105,      -11.65831436,      -11.69369379,       -11.8435754,      -11.53318141,      -11.04982189
          0,           0,         106,      -11.70595536,      -11.73233281,      -11.90515917,      -11.58915353,      -11.08723199
          0,           0,         107,      -11.75092659,      -11.78549878,      -11.96331352,      -11.64551556,      -11.14495739
          0,           0,         108,      -11.79125664,      -11.81955826,      -12.02432456,      -11.70237033,      -11.18201869
          0,           0,         109,      -11.84073879,      -11.84970546,      -12.08210831,      -11.75832387,      -11.22152077
          0,           0,         110,      -11.88741736,      -11.89626439,      -12.13443108,      -11.81213445,       -11.2810942
          0,           0,         111,      -11.92901148,      -11.92434722,      -12.18338704,      -11.86206289,      -11.31948582
          0,           0,         112,      -11.97847026,       -11.9496863,      -12.22100438,      -11.90654747,      -11.35892159
          0,           0,         113,      -12.02389541,      -11.99120048,      -12.25858533,      -11.94890035,      -11.41691895
          0,           0,           0,      -7.509787355,      -7.449685443,      -8.251778894,       -7.45959387,       -6.90262088
          0,           0,           1,      -6.900502979,      -6.777360933,      -6.747724282,      -6.681684111,      -6.292430472
          0,           0,           2,      -6.816089388,      -6.802239763,      -6.589943446,      -6.499539072,      -6.212168964
          0,           0,           3,      -6.841036347,      -6.806659778,      -6.553649978,      -6.390838279,      -6.233949691
          0,           0,           4,         -6.942507,      -6.895993863,      -6.575590336,      -6.365290407,       -6.33273159
          0,           0,           5,      -6.954247464,      -6.931451363,      -6.615357949,      -6.395603816,      -6.343050595
          0,           0,           6,      -6.973166299,      -6.950093627,       -6.66435511,       -6.44956887,      -6.358096342
          0,           0,           7,      -7.018423956,      -6.989571896,      -6.733890172,      -6.515435739,      -6.399481939
          0,           0,           8,      -7.099761821,      -7.065873814,      -6.830008552,       -6.59253493,      -6.478413778
          0,           0,           9,      -7.201032612,       -7.16858126,      -6.947519423,      -6.682556893,      -6.578166508
          0,           0,          10,      -7.282274728,      -7.263610706,      -7.074727084,      -6.786059892,      -6.659271575
          0,           0,          11,      -7.343695092,       -7.34048538,      -7.201345215,       -6.90117467,      -6.720763339
          0,           0,          12,      -7.413935749,      -7.419798058,      -7.324898478,      -7.024328211,      -6.789724072
          0,           0,          13,      -7.503057305,      -7.513743707,      -7.447818222,      -7.152316948,      -6.876214082
          0,           0,          14,       -7.60557102,      -7.618392241,      -7.571607141,      -7.283087125,      -6.975562113
          0,           0,          15,      -7.714866353,       -7.72536445,      -7.696155559,      -7.414821504,      -7.082046156
          0,           0,          16,       -7.82845155,      -7.829588938,      -7.821972448,      -7.545383425,      -7.193612824
          0,           0,          17,      -7.944882278,      -7.929235114,      -7.950381949,       -7.67307038,      -7.308971389
          0,           0,          18,      -8.060303751,      -8.023320422,      -8.081617781,      -7.797433553,      -7.424583089
          0,           0,          19,      -8.169495023,      -8.111668571,      -8.213732558,      -7.918916206,      -7.535662821
          0,           0,          20,      -8.268618609,      -8.194866372,      -8.341728348,        -8.0359874,      -7.639367796
          0,           0,          21,      -8.360091191,      -8.276504218,      -8.468460845,      -8.153558354,      -7.734584299
          0,           0,          22,      -8.447638478,      -8.359074722,      -8.592687071,      -8.270700299,      -7.824801274
          0,           0,          23,      -8.532232993,      -8.443482511,      -8.712551982,      -8.385896501,      -7.911617177
          0,           0,          24,      -8.614610401,      -8.529781476,      -8.825804977,      -8.497946912,      -7.995606693
          0,           0,          25,      -8.695350761,       -8.61639442,      -8.928063655,      -8.601568418,      -8.080935497
          0,           0,          26,      -8.776268167,      -8.704706801,      -9.024604701,      -8.702856408,       -8.16235919
          0,           0,          27,      -8.860983081,      -8.794256515,      -9.116623342,      -8.800440111,      -8.245348183
          0,           0,          28,      -8.946009061,      -8.881337411,      -9.195675146,       -8.88841115,      -8.337181172
          0,           0,          29,      -9.027422605,      -8.968983029,      -9.279039968,      -8.976558644,      -8.419472751
          0,           0,          30,      -9.112202888,      -9.054034157,      -9.365048353,      -9.063738214,      -8.499494953
          0,           0,          31,      -9.194677011,      -9.136072959,        -9.4515319,      -9.150475062,      -8.577716833
          0,           0,          32,      -9.271224627,      -9.216683941,      -9.527626666,      -9.231477154,      -8.664308446
          0,           0,          33,      -9.332615223,      -9.290039395,      -9.603609869,      -9.313835375,      -8.727370675
          0,           0,          34,      -9.398035917,       -9.35998598,      -9.676118373,      -9.395523626,      -8.786296451
          0,           0,          35,      -9.464155673,      -9.430469446,      -9.746665918,      -9.476326188,      -8.847241579
          0,           0,          36,      -9.528796242,       -9.50502026,      -9.812151331,      -9.554067715,      -8.923715553
          0,           0,          37,      -9.583653243,      -9.570860587,      -9.873522478,      -9.626598332,      -8.979638123
          0,           0,          38,      -9.647133254,      -9.632922397,      -9.932603687,      -9.692062547,      -9.035457612
          0,           0,          39,      -9.711842031,      -9.694463445,      -9.988228487,      -9.752159322,      -9.094027785
          0,           0,          40,      -9.772909934,      -9.764214749,      -10.03853081,      -9.813186144,      -9.168716222
          0,           0,          41,      -9.821151503,      -9.820733355,      -10.08597641,      -9.862142488,       -9.21750769
          0,           0,          42,      -9.877927617,      -9.873969469,      -10.12941249,      -9.902233563,       -9.26536377
          0,           0,          43,      -9.937095386,      -9.932561679,      -10.17580036,      -9.942914814,       -9.32108774
          0,           0,          44,       -9.99329828,      -9.991141898,      -10.22464404,       -9.98492726,      -9.376940776
          0,           0,          45,      -10.04901107,      -10.05530863,       -10.2773683,      -10.03257239,      -9.445153735
          0,           0,          46,      -10.09842129,      -10.10498466,      -10.32799902,        -10.078141,      -9.492399495
          0,           0,          47,       -10.1572314,      -10.14857686,      -10.37978829,      -10.12401964,      -9.541569693
          0,           0,          48,       -10.2126946,      -10.20263608,      -10.43477467,       -10.1767038,      -9.607470438
          0,           0,          49,      -10.25775113,      -10.24100561,      -10.48871284,      -10.22805118,      -9.650563747
          0,           0,          50,      -10.30699836,      -10.27299855,      -10.54031017,      -10.27718293,      -9.690988812
          0,           0,          51,      -10.34983619,      -10.31909649,      -10.59120005,      -10.32999644,      -9.746298001
          0,           0,          52,      -10.38621118,      -10.35492992,      -10.63925604,      -10.37528465,      -9.779454114
          0,           0,          53,      -10.42761664,      -10.39073674,       -10.6823241,      -10.41366883,      -9.811442851
          0,           0,          54,      -10.46825239,      -10.43692274,      -10.72447706,      -10.45140611,      -9.849395936
          0,           0,          55,      -10.50901468,      -10.48949535,      -10.76379147,      -10.48567454,      -9.889313967
          0,           0,          56,      -10.55315844,      -10.54743455,      -10.80121807,      -10.51784951,      -9.932841554
          0,           0,          57,      -10.60082028,      -10.60902497,      -10.83689966,       -10.5488915,       -9.97960901
          0,           0,          58,      -10.65118932,       -10.6720954,      -10.87141249,      -10.57993096,        -10.029299
          0,           0,          59,      -10.69790304,      -10.74014422,      -10.90767366,      -10.61477045,      -10.09159378
          0,           0,          60,      -10.74416739,      -10.79131526,      -10.94274357,      -10.64706664,      -10.13554168
          0,           0,          61,      -10.79978543,        -10.833758,      -10.97556528,      -10.67767361,      -10.18088912
          0,           0,          62,      -10.84754618,      -10.88696248,      -11.01192616,      -10.71205433,      -10.24189068
          0,           0,          63,      -10.89016939,      -10.91616712,       -11.0425056,      -10.74423465,      -10.28157345
          0,           0,          64,      -10.93893828,      -10.93722583,      -11.06847367,      -10.77389482,      -10.32068133
          0,           0,          65,      -10.97983774,      -10.97836789,      -11.10360272,      -10.80755674,      -10.37530552
          0,           0,          66,      -11.01756522,      -11.00169505,      -11.13096442,      -10.83872334,      -10.40877475
          0,           0,          67,      -11.05834236,      -11.02339218,      -11.15165564,      -10.86649436,      -10.44006294
          0,           0,          68,      -11.09051146,      -11.06501459,      -11.18012893,      -10.89825402,      -10.48595755
          0,           0,          69,      -11.12291016,      -11.09588774,      -11.20158201,      -10.92669704,      -10.51360022
          0,           0,          70,      -11.15884878,       -11.1269381,      -11.21953091,      -10.95169846,       -10.5402202
          0,           0,          71,      -11.18813843,      -11.17610968,      -11.24940203,      -10.98378761,      -10.58383123
          0,           0,          72,      -11.21902279,       -11.2160576,      -11.27572216,      -11.01493877,      -10.60981809
          0,           0,          73,      -11.25616106,      -11.25600255,      -11.30280627,      -11.04606455,      -10.63751262
          0,           0,          74,      -11.29250803,      -11.30338844,      -11.33766005,      -11.08299988,      -10.67173976
          0,           0,          75,      -11.33100869,       -11.3523647,      -11.37910588,      -11.12521046,      -10.70942052
          0,           0,          76,       -11.3738006,      -11.40126865,      -11.42755342,      -11.17345093,      -10.75148902
          0,           0,          77,      -11.41578954,      -11.45714716,      -11.48041651,      -11.22604722,      -10.80822287
          0,           0,          78,      -11.45877162,      -11.49571447,      -11.53957358,      -11.28511026,      -10.84833795
          0,           0,          79,      -11.51026926,      -11.52684477,      -11.60555175,       -11.3504137,      -10.89069368
          0,           0,          80,      -11.55824787,      -11.57517396,      -11.67115745,      -11.41747369,      -10.95150481
          0,           0,          81,       -11.6039184,      -11.60386938,      -11.74614387,      -11.49109249,      -10.99393202
          0,           0,          82,      -11.65630607,      -11.62545564,      -11.82735195,      -11.57009568,      -11.03667666
          0,           0,          83,      -11.70132399,      -11.66357602,      -11.90027464,      -11.64714093,      -11.09407172
          0,           0,          84,      -11.74381239,      -11.68846978,      -11.98044638,      -11.72495829,      -11.13316985
          0,           0,          85,      -11.78895235,      -11.71059755,      -12.05633572,      -11.79931813,      -11.16921628
          0,           0,          86,      -11.82415276,      -11.74970679,      -12.11496986,      -11.86953893,      -11.21844412
          0,           0,          87,      -11.85850477,      -11.78011667,      -12.16589874,      -11.91995593,      -11.24827866
          0,           0,          88,      -11.89570067,      -11.81220142,      -12.20293896,      -11.95380052,      -11.27664909
          0,           0,          89,      -11.92562832,       -11.8602181,      -12.23391926,      -11.99663584,      -11.32149705
          0,           0,          90,      -11.95560574,       -11.9013042,      -12.25609234,      -12.01565699,      -11.34621486
          0,           0,          91,      -11.99128563,      -11.94377736,      -12.27028751,      -12.02562147,      -11.37191939
          0,           0,          92,      -12.02300686,      -12.00182351,      -12.29528693,      -12.05756384,      -11.41872197
          0,           0,           0,      -9.007107172,      -8.988608374,      -8.876258928,      -9.063907155,       -8.39994145
          0,           0,           1,      -8.752202791,      -8.640346687,      -8.502717893,      -8.529223202,      -8.144059454
          0,           0,           2,      -8.703618556,      -8.642942857,      -8.413163298,      -8.402456708,      -8.098542981
          0,           0,           3,      -8.800184262,      -8.721163555,      -8.398797532,      -8.337142563,      -8.192794431
          0,           0,           4,      -8.869756315,      -8.813365943,      -8.435098426,       -8.34785101,       -8.25987174
          0,           0,           5,      -8.878491122,       -8.83113219,      -8.480464802,      -8.386014693,      -8.272246283
          0,           0,           6,      -8.917023484,      -8.857876137,      -8.540637998,      -8.449208404,       -8.30622441
          0,           0,           7,      -8.974237823,      -8.914074446,      -8.623426346,      -8.528838939,      -8.357202685
          0,           0,           8,      -9.051413123,       -9.00693074,      -8.729339483,      -8.618768896,      -8.432003494
          0,           0,           9,      -9.141753971,      -9.120193031,      -8.850514535,      -8.715307606,      -8.522926922
          0,           0,          10,      -9.215613391,      -9.217835278,      -8.976673265,      -8.818970037,      -8.597810172
          0,           0,          11,      -9.275743113,      -9.293536627,       -9.10101271,      -8.928150917,      -8.657862967
          0,           0,          12,      -9.341599658,      -9.365943806,      -9.223922203,      -9.040904271,      -8.721406066
          0,           0,          13,      -9.414994105,      -9.444880425,       -9.33296209,      -9.138794417,      -8.800172986
          0,           0,          14,       -9.49302688,      -9.526646441,      -9.448441424,      -9.239181637,      -8.877468661
          0,           0,          15,      -9.576171304,       -9.61026601,       -9.56708484,      -9.338098556,      -8.956263971
          0,           0,          16,      -9.659426636,      -9.694739989,      -9.685631652,      -9.432813177,      -9.037105093
          0,           0,          17,      -9.741233043,      -9.778584342,      -9.803443624,      -9.524959374,      -9.117778962
          0,           0,          18,      -9.821173955,      -9.861123869,      -9.919257788,      -9.616973922,      -9.197174146
          0,           0,          19,      -9.899848071,      -9.941429994,      -10.03370744,      -9.711688195,      -9.273736457
          0,           0,          20,       -9.97233424,      -10.02248284,      -10.13353266,      -9.796632682,      -9.357833227
          0,           0,          21,      -10.03912623,      -10.09673272,      -10.23810765,      -9.886985025,      -9.426094651
          0,           0,          22,      -10.11501359,      -10.17038502,      -10.34345364,      -9.980160871,      -9.495555322
          0,           0,          23,      -10.19442271,      -10.24753638,      -10.44568975,      -10.07309681,       -9.56936933
          0,           0,          24,      -10.26487162,      -10.32642416,      -10.52924626,      -10.15231909,      -9.653217124
          0,           0,          25,      -10.32755478,       -10.3965887,       -10.6071758,      -10.23137974,      -9.718188171
          0,           0,          26,      -10.40146691,      -10.46233608,       -10.6730277,      -10.30682068,      -9.784025663
          0,           0,          27,      -10.47954993,      -10.53000689,      -10.72760106,      -10.37694312,      -9.855167673
          0,           0,          28,      -10.54863768,      -10.60233679,      -10.77634866,       -10.4379251,      -9.937779947
          0,           0,          29,      -10.60852735,      -10.66510276,      -10.81881868,      -10.49477939,      -9.999644158
          0,           0,          30,      -10.67784887,      -10.72338154,       -10.8548099,      -10.54538208,      -10.06075363
          0,           0,          31,      -10.74703076,      -10.78365505,      -10.88529657,      -10.59039084,      -10.12372296
          0,           0,          32,      -10.80873915,      -10.85669821,      -10.92498185,       -10.6349449,      -10.19984078
          0,           0,          33,      -10.86211085,       -10.9174386,      -10.96027632,      -10.67883202,      -10.25464638
          0,           0,          34,      -10.92658756,      -10.97473221,      -10.99696713,      -10.72147346,       -10.3102649
          0,           0,          35,      -10.99107398,      -11.03443894,      -11.03695636,      -10.76549289,      -10.36855331
          0,           0,          36,      -11.04994803,      -11.10947355,      -11.08537168,      -10.81197657,      -10.44314785
          0,           0,          37,      -11.09957632,      -11.16870105,      -11.13446849,      -10.86285842,      -10.49362689
          0,           0,          38,      -11.16134746,       -11.2210781,      -11.18773029,      -10.91582941,       -10.5448353
          0,           0,          39,      -11.22198167,      -11.27374425,      -11.24492583,      -10.97135678,      -10.59865327
          0,           0,          40,      -11.27598521,      -11.34248927,      -11.30440806,       -11.0256883,      -10.67027658
          0,           0,          41,      -11.31842426,      -11.39619135,      -11.36570475,      -11.08585587,      -10.71313614
          0,           0,          42,      -11.37654694,      -11.44460415,      -11.42932772,      -11.14851042,      -10.75945828
          0,           0,          43,      -11.43635088,      -11.49550414,      -11.49497073,      -11.21315607,      -10.81173037
          0,           0,          44,      -11.48946952,      -11.56035625,      -11.55884708,      -11.27464843,      -10.88269135
          0,           0,          45,      -11.53130609,      -11.61196898,      -11.62530746,      -11.34110158,      -10.92526135
          0,           0,          46,      -11.59101784,      -11.65999946,      -11.69356312,      -11.40987147,      -10.97350824
          0,           0,          47,      -11.65287785,      -11.71040253,      -11.76318634,      -11.48114602,      -11.02794158
          0,           0,          48,      -11.70637094,      -11.77439057,      -11.82770282,       -11.5489822,      -11.09971589
          0,           0,          49,      -11.74859264,      -11.82281949,      -11.89670875,      -11.62049366,       -11.1433034
          0,           0,          50,      -11.80787899,      -11.86821183,       -11.9657981,      -11.69227432,      -11.19137341
          0,           0,          51,      -11.86880207,      -11.92081648,      -12.03279046,      -11.76443603,      -11.24850736
          0,           0,          52,       -11.9241082,      -11.97376736,      -12.09643623,      -11.83485625,      -11.30447087
          0,           0,          53,      -11.98028198,      -12.02696955,      -12.15583879,      -11.90121569,      -11.36079366
          0,           0,          54,      -12.03830487,      -12.08045035,      -12.21013663,      -11.96234302,      -11.41812002
          0,           0,           0,      -8.197730794,      -8.178995605,      -8.068261052,      -8.253914722,      -7.590564388
          0,           0,           1,       -7.90437354,      -7.749128292,      -7.757274213,      -7.759814486,       -7.29374947
          0,           0,           2,      -7.887028768,      -7.824076073,      -7.612599226,      -7.613277237,      -7.282598045
          0,           0,           3,      -7.959604432,      -7.882034798,      -7.574015596,      -7.521980704,      -7.351509146
          0,           0,           4,      -8.064392001,      -8.008750886,       -7.61496237,       -7.51740528,      -7.461570821
          0,           0,           5,      -8.063821107,       -8.02619042,      -7.660633668,      -7.559227209,      -7.459258464
          0,           0,           6,      -8.102517287,      -8.049607614,      -7.721407095,      -7.625205473,      -7.489710119
          0,           0,           7,      -8.158802404,      -8.105958851,      -7.803575351,      -7.705477053,      -7.541082405
          0,           0,           8,      -8.228304534,      -8.187871246,      -7.888579868,      -7.771708856,      -7.617747427
          0,           0,           9,      -8.302404127,      -8.281872205,      -7.993186185,      -7.856181734,      -7.694781172
          0,           0,          10,      -8.379358796,      -8.374201875,      -8.111791694,       -7.95392366,      -7.767193894
          0,           0,          11,      -8.444519593,      -8.453484049,       -8.23569611,      -8.061407448,       -7.82713432
          0,           0,          12,      -8.505306772,      -8.524890307,      -8.357469639,       -8.17236244,      -7.885737585
          0,           0,          13,      -8.576131635,      -8.600639353,      -8.478425716,      -8.283831518,      -7.953954602
          0,           0,          14,      -8.652264999,      -8.682864763,      -8.586590703,      -8.379017482,      -8.035979289
          0,           0,          15,      -8.729904991,      -8.765038846,      -8.701338676,      -8.475248216,      -8.113508945
          0,           0,          16,      -8.810944113,      -8.846553139,      -8.819165881,      -8.569811586,      -8.190643094
          0,           0,          17,      -8.892345099,      -8.928348938,      -8.936902326,      -8.661257984,      -8.269921884
          0,           0,          18,      -8.972221365,      -9.009060572,      -9.053457562,      -8.751889222,      -8.348869163
          0,           0,          19,      -9.049866421,      -9.088086134,      -9.167243089,       -8.84392023,      -8.426144393
          0,           0,          20,      -9.126624531,      -9.165578944,      -9.279184994,      -8.939523118,      -8.500866326
          0,           0,          21,      -9.198017584,      -9.245366645,       -9.37721995,      -9.025552502,      -8.584013492
          0,           0,          22,      -9.264176101,      -9.319121275,      -9.479919937,      -9.117013569,      -8.651489481
          0,           0,          23,      -9.339721946,      -9.392559813,      -9.583236523,      -9.211204982,      -8.720465734
          0,           0,          24,       -9.41862676,      -9.469182203,      -9.682393454,      -9.304990241,      -8.793738161
          0,           0,          25,      -9.488799525,      -9.547354318,      -9.762510338,      -9.384889005,      -8.877396677
          0,           0,          26,       -9.55148373,       -9.61723024,      -9.836726436,      -9.464135015,      -8.942311563
          0,           0,          27,      -9.625685636,      -9.683084302,      -9.900082029,      -9.539201708,       -9.00835443
          0,           0,          28,      -9.703797413,      -9.750326729,      -9.951995404,      -9.608124035,      -9.079512588
          0,           0,          29,      -9.773297767,      -9.823275358,      -10.00157399,      -9.668643398,      -9.162542613
          0,           0,          30,      -9.832728169,      -9.885908308,      -10.04486366,      -9.724798292,      -9.224129835
          0,           0,          31,      -9.901798398,      -9.944187806,      -10.08118998,      -9.774435409,      -9.284713685
          0,           0,          32,      -9.970314486,      -10.00419306,      -10.11009702,      -9.818102191,      -9.346920216
          0,           0,          33,       -10.0317344,      -10.07762019,      -10.14891288,      -9.861661005,      -9.422879449
          0,           0,          34,      -10.08499385,      -10.13902412,      -10.18348826,      -9.904211654,      -9.477537904
          0,           0,          35,      -10.14964842,      -10.19692507,      -10.21967697,      -9.945497699,      -9.533138571
          0,           0,          36,      -10.21399015,      -10.25685086,      -10.25933741,      -9.988477084,      -9.591214169
          0,           0,          37,      -10.27233229,      -10.33182366,      -10.30759583,      -10.03444791,      -9.665649709
          0,           0,          38,      -10.32089731,      -10.39050642,      -10.35652614,      -10.08494407,      -9.715011873
          0,           0,          39,      -10.38212756,      -10.44219364,      -10.40978272,      -10.13767318,      -9.765408984
          0,           0,          40,      -10.44232831,      -10.49438295,      -10.46721607,      -10.19313321,      -9.818732127
          0,           0,          41,      -10.49606228,      -10.56279534,      -10.52703763,      -10.24759316,      -9.890299589
          0,           0,          42,      -10.53773086,      -10.61579541,      -10.58802787,      -10.30765341,       -9.93231525
          0,           0,          43,      -10.59612359,      -10.66409007,      -10.65155046,      -10.37023515,      -9.978774766
          0,           0,          44,      -10.65638854,      -10.71594423,      -10.71819139,      -10.43545006,      -10.03169149
          0,           0,          45,      -10.70979779,      -10.78139779,      -10.78230059,      -10.49772629,      -10.10320925
          0,           0,          46,      -10.75174717,      -10.83292389,      -10.84894167,      -10.56483789,      -10.14587668
          0,           0,          47,       -10.8117679,      -10.88070416,      -10.91714237,      -10.63383619,      -10.19426236
          0,           0,          48,      -10.87379654,      -10.93146603,      -10.98699371,      -10.70531843,      -10.24895719
          0,           0,          49,      -10.92759928,       -10.9960573,      -11.05133659,      -10.77342007,      -10.32120905
          0,           0,          50,      -10.96965886,      -11.04399646,      -11.11972163,      -10.84486074,      -10.36460823
          0,           0,          51,      -11.02900254,      -11.08888578,      -11.18790394,      -10.91606772,      -10.41254028
          0,           0,          52,      -11.09016339,       -11.1414091,      -11.25381604,      -10.98734362,       -10.4698123
          0,           0,          53,      -11.14565053,       -11.1944991,      -11.31631082,      -11.05680524,      -10.52597263
          0,           0,          54,      -11.20206185,      -11.24800095,      -11.37481798,      -11.12235468,      -10.58253118
          0,           0,          55,      -11.26039285,      -11.30192122,      -11.42874031,      -11.18299894,      -10.64012823
          0,           0,          56,      -11.31950175,      -11.35149725,      -11.47484473,      -11.23591492,      -10.69466939
          0,           0,          57,      -11.37436972,      -11.41498068,      -11.52109049,      -11.28796046,      -10.76654363
          0,           0,          58,      -11.41904626,      -11.46446962,      -11.56836082,       -11.3367821,      -10.81205338
          0,           0,          59,      -11.47684269,       -11.5096389,      -11.61246573,      -11.38153461,      -10.85871219
          0,           0,          60,      -11.53506023,      -11.55526861,      -11.65176537,      -11.42317031,      -10.90901434
          0,           0,          61,      -11.58378289,      -11.61343692,      -11.69574092,      -11.46865315,      -10.97624392
          0,           0,          62,      -11.62321567,      -11.65959237,      -11.74153753,      -11.51098163,      -11.01644135
          0,           0,          63,      -11.67739783,      -11.70206919,      -11.78737084,      -11.55287845,      -11.05947146
          0,           0,          64,      -11.72989055,      -11.75660162,      -11.83501105,      -11.59947443,      -11.12356014
          0,           0,          65,      -11.77206359,       -11.7979005,      -11.88638969,      -11.64707251,      -11.16387049
          0,           0,          66,      -11.82477808,      -11.83377451,      -11.93821789,      -11.69558746,      -11.20640787
          0,           0,          67,      -11.87576114,      -11.88277306,      -11.98917941,      -11.74632339,      -11.26934214
          0,           0,          68,      -11.91876066,       -11.9184539,      -12.04493766,      -11.79741394,      -11.31035559
          0,           0,          69,      -11.97079721,      -11.94864049,      -12.09952699,      -11.84782016,      -11.35225506
          0,           0,          70,      -12.01811283,      -11.99234346,      -12.15126551,      -11.89879715,      -11.41138296
          0,           0,           0,      -9.400011046,      -9.339199712,      -10.18059884,      -9.348927039,      -8.792846032
          0,           0,           1,      -8.788583877,      -8.665900809,      -8.636276249,      -8.570014523,      -8.180568883
          0,           0,           2,      -8.703595359,        -8.6894097,      -8.477672881,      -8.387669032,      -8.099645947
          0,           0,           3,      -8.728935364,      -8.694650559,      -8.440774408,      -8.278566657,      -8.121882337
