"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         100,       -10.8549733,      -10.82937797,      -10.57180011,      -10.29584847,      -10.23113417
          0,           0,         101,      -10.90820936,      -10.87932093,      -10.61863674,      -10.34593929,       -10.2826344
          0,           0,         102,      -10.95497745,      -10.92084317,      -10.66348678,      -10.39307003,         -10.32751
          0,           0,         103,      -11.00063412,       -10.9630295,      -10.70821668,      -10.43794169,      -10.37212052
          0,           0,         104,      -11.04632574,      -11.00560655,      -10.74973549,       -10.4799391,      -10.41646728
          0,           0,         105,      -11.09995639,      -11.06299046,      -10.80326599,      -10.52488215,      -10.47300952
          0,           0,         106,      -11.15519055,      -11.12098103,      -10.85207174,      -10.57407858,       -10.5279657
          0,           0,         107,      -11.20438278,      -11.16846836,      -10.90218353,      -10.62455289,      -10.57572635
          0,           0,         108,      -11.24936035,       -11.2100865,      -10.95227214,      -10.67471814,      -10.61936312
          0,           0,         109,      -11.30005673,      -11.26260178,      -11.00965278,       -10.7244461,      -10.67383917
          0,           0,         110,      -11.35589767,      -11.32019442,      -11.06410032,      -10.77915603,      -10.72977029
          0,           0,         111,      -11.40805237,      -11.36984145,      -11.11926882,      -10.83469619,      -10.78037753
          0,           0,         112,      -11.45795037,      -11.41528255,       -11.1738915,      -10.88935627,      -10.82845578
          0,           0,         113,      -11.50700143,      -11.45966627,      -11.22584589,      -10.94168782,      -10.87587844
          0,           0,         114,      -11.56304901,      -11.51734244,      -11.28528996,       -10.9946318,      -10.93384265
          0,           0,         115,      -11.62101383,      -11.57566677,      -11.34035589,      -11.05036287,      -10.99120157
          0,           0,         116,      -11.67552826,      -11.62684236,      -11.39568176,       -11.1063619,      -11.04424237
          0,           0,         117,      -11.72757148,       -11.6745645,      -11.45025193,      -11.16150474,      -11.09486296
          0,           0,         118,      -11.78341514,      -11.73164524,      -11.51116257,      -11.21611449,       -11.1536779
          0,           0,         119,      -11.84241624,      -11.79151447,      -11.56905541,      -11.27474977,       -11.2125529
          0,           0,         120,      -11.89824835,      -11.84470066,      -11.62765463,      -11.33397192,      -11.26700897
          0,           0,         121,      -11.95152947,      -11.89398383,      -11.68504868,      -11.39201877,      -11.31880682
          0,           0,         122,      -12.00581216,      -11.94543572,      -11.74205067,      -11.44874368,      -11.37201626
